Cidade,Transportadora,Prazo,Capital/Interior
FREI ROGERIO,TECMAR,SC,8,INTERIOR
PINDOTIBA,TECMAR,SC,8,INTERIOR
DALBERGIA,TECMAR,SC,8,INTERIOR
LAJEADO GRANDE,TECMAR,SC,8,INTERIOR
ERVAL D' OESTE,TECMAR,SC,8,INTERIOR
BALNEARIO ARROIO DO SILVA,TECMAR,SC,8,INTERIOR
BALNEARIO GAIVOTA,TECMAR,SC,8,INTERIOR
ZORTEA,TECMAR,SC,8,INTERIOR
CACHOEIRA DO BOM JESUS,TECMAR,SC,8,INTERIOR
HERVAL VELHO,TECMAR,SC,8,INTERIOR
TERMAS DE GRAVATAL,TECMAR,SC,8,INTERIOR
ARMACAO,TECMAR,SC,8,INTERIOR
NOSSA SENHORA DE CARVAGGI,TECMAR,SC,8,INTERIOR
SANTA CRUZ DO TIMBO,TECMAR,SC,8,INTERIOR
POUSO ALTO,TECMAR,SC,8,INTERIOR
SANTIAGO DO SUL,TECMAR,SC,8,INTERIOR
CAMPO GRANDE,TECMAR,SC,8,INTERIOR
CARAVAGIO,TECMAR,SC,8,INTERIOR
ESTACAO COCAL,TECMAR,SC,8,INTERIOR
PRINCESA,TECMAR,SC,8,INTERIOR
PIRABEIRABA,TECMAR,SC,8,INTERIOR
BOM JESUS,TECMAR,SC,8,INTERIOR
BALNEARIO BARRA DO SUL,TECMAR,SC,8,INTERIOR
CUNHATAI,TECMAR,SC,8,INTERIOR
LUIS ALVES,TECMAR,SC,8,INTERIOR
BRUNOPOLIS,TECMAR,SC,8,INTERIOR
PAPANDUVA,TECMAR,SC,8,INTERIOR
SAO MIGUEL DOESTE,TECMAR,SC,8,INTERIOR
DR PEDRINHO,TECMAR,SC,8,INTERIOR
TIJUQUINHAS,TECMAR,SC,8,INTERIOR
STO AMARO IMPERATRIZ,TECMAR,SC,8,INTERIOR
SANTA HELENA,TECMAR,SC,8,INTERIOR
SAO JOAO DO ITAPERIU,TECMAR,SC,8,INTERIOR
CHAPADAO DO LAGEADO,TECMAR,SC,8,INTERIOR
SCHROEDER,TECMAR,SC,8,INTERIOR
ANXERE,TECMAR,SC,8,INTERIOR
ESTREITO,TECMAR,SC,8,INTERIOR
UBIRICI,TECMAR,SC,8,INTERIOR
JOINVILLE,TECMAR,SC,8,INTERIOR
BALNEARIO CAMBURIU,TECMAR,SC,8,INTERIOR
PALMASOLA,TECMAR,SC,8,INTERIOR
BALNEARIO PICARRAS,TECMAR,SC,8,INTERIOR
MIRIM DOCE,TECMAR,SC,8,INTERIOR
BANDEIRANTE,TECMAR,SC,8,INTERIOR
BARRA BONITA,TECMAR,SC,8,INTERIOR
BOM JESUS DO OESTE,TECMAR,SC,8,INTERIOR
FLOR DO SERTAO,TECMAR,SC,8,INTERIOR
IBIAM,TECMAR,SC,8,INTERIOR
MATOS COSTA,TECMAR,SC,8,INTERIOR
PAIAL,TECMAR,SC,8,INTERIOR
PAINEL,TECMAR,SC,8,INTERIOR
SALTINHO,TECMAR,SC,8,INTERIOR
SANTA TEREZINHA DO PROGRE,TECMAR,SC,8,INTERIOR
SAO BERNARDINO,TECMAR,SC,8,INTERIOR
TIGRINHOS,TECMAR,SC,8,INTERIOR
BALNEARIO DE PICARRAS,TECMAR,SC,8,INTERIOR
HERVAL DOESTE,TECMAR,SC,8,INTERIOR
SAO MIGUEL D'OESTE,TECMAR,SC,8,INTERIOR
NOSSA SENHORA DO SOCORRO,TECMAR,SE,9,CAPITAL 
ARACAJU,TECMAR,SE,9,CAPITAL 
RIACHUELO,TECMAR,SE,9,CAPITAL 
NEOPOLIS,TECMAR,SE,11,INTERIOR
ESTANCIA,TECMAR,SE,11,INTERIOR
ITABAIANA,TECMAR,SE,11,INTERIOR
LAGARTO,TECMAR,SE,11,INTERIOR
LGARTO,TECMAR,SE,11,INTERIOR
LARANJEIRAS,TECMAR,SE,9,CAPITAL 
MALHADOR,TECMAR,SE,11,INTERIOR
BOQUIM,TECMAR,SE,11,INTERIOR
TOBIAS BARRETO,TECMAR,SE,11,INTERIOR
PORTO DA FOLHA,TECMAR,SE,11,INTERIOR
PROPRIA,TECMAR,SE,11,INTERIOR
MOITA BONITA,TECMAR,SE,11,INTERIOR
MARUIM,TECMAR,SE,11,INTERIOR
NOSSA SENHORA DA GLORIA,TECMAR,SE,11,INTERIOR
JAPARATUBA,TECMAR,SE,11,INTERIOR
ROSARIO DO CATETE,TECMAR,SE,11,INTERIOR
RIBEIROPOLIS,TECMAR,SE,11,INTERIOR
PACATUBA,TECMAR,SE,11,INTERIOR
SAO DOMINGOS,TECMAR,SE,11,INTERIOR
CEDRO DE SAO JOAO,TECMAR,SE,11,INTERIOR
AQUIDABA,TECMAR,SE,11,INTERIOR
FREI PAULO,TECMAR,SE,11,INTERIOR
BARRA DOS COQUEIROS,TECMAR,SE,9,CAPITAL 
SIMAO DIAS,TECMAR,SE,11,INTERIOR
UMBAUBA,TECMAR,SE,11,INTERIOR
JAPOATA,TECMAR,SE,11,INTERIOR
CANINDE DE SAO FRANCISCO,TECMAR,SE,11,INTERIOR
TOMAR DO GERU,TECMAR,SE,11,INTERIOR
ITAPORANGA,TECMAR,SE,9,CAPITAL 
ITABAIANINHA,TECMAR,SE,11,INTERIOR
CARMOPOLIS,TECMAR,SE,11,INTERIOR
ARAUA,TECMAR,SE,11,INTERIOR
CAPELA,TECMAR,SE,11,INTERIOR
NOSSA SENHORA DAS DORES,TECMAR,SE,11,INTERIOR
SAO CRISTOVAO,TECMAR,SE,9,CAPITAL 
POCO VERDE,TECMAR,SE,11,INTERIOR
JAPOATA,TECMAR,SE,11,INTERIOR
JAPOATA,TECMAR,SE,11,INTERIOR
MACAMBIRA,TECMAR,SE,11,INTERIOR
CARMOPOLIS,TECMAR,SE,11,INTERIOR
POCO VERDE,TECMAR,SE,11,INTERIOR
PEDRINHAS,TECMAR,SE,11,INTERIOR
POCO REDONDO,TECMAR,SE,11,INTERIOR
SAO JOSE,TECMAR,SE,11,INTERIOR
CARIRA,TECMAR,SE,11,INTERIOR
MURIBECA,TECMAR,SE,11,INTERIOR
NOSSA SENHORA APARECIDA,TECMAR,SE,11,INTERIOR
CRISTINÁPOLIS,TECMAR,SE,11,INTERIOR
AREIA BRANCA,TECMAR,SE,11,INTERIOR
CRISTINAPOLIS,TECMAR,SE,11,INTERIOR
OLHO D'AGUA GRANDE,TECMAR,SE,11,INTERIOR
CAMPO DO BRITO,TECMAR,SE,11,INTERIOR
PIRAMBU,TECMAR,SE,11,INTERIOR
ITABI,TECMAR,SE,11,INTERIOR
SALGADO,TECMAR,SE,11,INTERIOR
MONTE ALEGRE DE SERGIPE,TECMAR,SE,11,INTERIOR
CUMBE,TECMAR,SE,11,INTERIOR
SAO MIGUEL DO ALEIXO,TECMAR,SE,11,INTERIOR
GARARU,TECMAR,SE,11,INTERIOR
FEIRA NOVA,TECMAR,SE,11,INTERIOR
PINHAO,TECMAR,SE,11,INTERIOR
SANTANA DO SAO FRANCISCO,TECMAR,SE,11,INTERIOR
NOSSA SENHORA DE LOURDES,TECMAR,SE,11,INTERIOR
INACIO BARBOSA,TECMAR,SE,11,INTERIOR
ILHA DAS FLORES,TECMAR,SE,11,INTERIOR
TURVO,TECMAR,SE,11,INTERIOR
DIVINA PASTORA,TECMAR,SE,11,INTERIOR
ITAPORANGA DAJUDA,TECMAR,SE,11,INTERIOR
INDIAROBA,TECMAR,SE,11,INTERIOR
PASSEIO DO CATETE,TECMAR,SE,11,INTERIOR
SANTO AMARO DAS BROTAS,TECMAR,SE,11,INTERIOR
TELHA,TECMAR,SE,11,INTERIOR
SIRIRI,TECMAR,SE,11,INTERIOR
ITAPORANDA D' AJUDA,TECMAR,SE,9,CAPITAL 
GRACHO CARDOSO,TECMAR,SE,11,INTERIOR
AMPARO DE SAO FRANCISCO,TECMAR,SE,11,INTERIOR
BREJO GRANDE,TECMAR,SE,11,INTERIOR
CANHOBA,TECMAR,SE,11,INTERIOR
GENERAL MAYNARD,TECMAR,SE,11,INTERIOR
SANTA LUZIA DO ITANHY,TECMAR,SE,11,INTERIOR
SANTA ROSA DE LIMA,TECMAR,SE,11,INTERIOR
SAO FRANCISCO,TECMAR,SE,11,INTERIOR
MOSQUEIROS,TECMAR,SE,11,INTERIOR
SANTANA DE SAO FRANCISCO,TECMAR,SE,11,INTERIOR
SAO PAULO,TECMAR,SP,,CAPITAL 
ARUJA,TECMAR,SP,,INTERIOR
ATIBAIA,TECMAR,SP,,INTERIOR
BRAGANCA PAULISTA,TECMAR,SP,,INTERIOR
CAJAMAR,TECMAR,SP,,INTERIOR
COTIA,TECMAR,SP,,CAPITAL 
DIADEMA,TECMAR,SP,,CAPITAL 
EMBU,TECMAR,SP,,INTERIOR
FERRAZ DE VASCONCELOS,TECMAR,SP,,CAPITAL 
FRANCO DA ROCHA,TECMAR,SP,,INTERIOR
GUARULHOS,TECMAR,SP,,CAPITAL 
ITAPECERICA DA SERRA,TECMAR,SP,,CAPITAL 
SANTO ANDRE,TECMAR,SP,,CAPITAL 
SAO BERNARDO DO CAMPO,TECMAR,SP,,CAPITAL 
SAO CAETANO DO SUL,TECMAR,SP,,CAPITAL 
SAO JOSE DOS CAMPOS,TECMAR,SP,,INTERIOR
SOROCABA,TECMAR,SP,,INTERIOR
SUZANO,TECMAR,SP,,CAPITAL 
ITAQUAQUECETUBA,TECMAR,SP,,CAPITAL 
RIBEIRAO PIRES,TECMAR,SP,,INTERIOR
TABOAO DA SERRA,TECMAR,SP,,CAPITAL 
EMBU GUACU,TECMAR,SP,,INTERIOR
PERUS,TECMAR,SP,,INTERIOR
ITAPEVI,TECMAR,SP,,CAPITAL 
CAIEIRAS,TECMAR,SP,,CAPITAL 
POA,TECMAR,SP,,CAPITAL 
MAIRIPORA,TECMAR,SP,,INTERIOR
MASSARECA,TECMAR,PE,12,INTERIOR
TARSIO FRAGOSO,TECMAR,MA,16,INTERIOR
MARAGOGI,TECMAR,AL,12,INTERIOR
GOVERNADOR LUIZ ROCHA,TECMAR,PI,14,INTERIOR
MIRANDA DO NORTE,TECMAR,PI,14,INTERIOR
VITORIA DO MEARIM,TECMAR,MA,16,INTERIOR
MONÇÃO,TECMAR,PI,14,INTERIOR
MANAUS,TECMAR,AM,25,CAPITAL 
BOA VISTA,TECMAR,RR,,CAPITAL 
ALVARAES,TECMAR,AM,35,FLUVIAL 
ANAMA,TECMAR,AM,35,FLUVIAL 
ANORI,TECMAR,AM,35,FLUVIAL 
CAAPIRANGA,TECMAR,AM,35,FLUVIAL 
COARI,TECMAR,AM,35,FLUVIAL 
CODAJAS,TECMAR,AM,35,FLUVIAL 
TEFE,TECMAR,AM,35,FLUVIAL 
TONANTINS,TECMAR,AM,35,FLUVIAL 
UARINI,TECMAR,AM,35,FLUVIAL 
AMATURA,TECMAR,AM,35,FLUVIAL 
ATALAIA DO NORTE,TECMAR,AM,35,FLUVIAL 
BENJAMIN CONSTANT,TECMAR,AM,35,FLUVIAL 
FONTE BOA,TECMAR,AM,35,FLUVIAL 
JUTAI,TECMAR,AM,35,FLUVIAL 
SANTO ANTONIO DO ICA,TECMAR,AM,35,FLUVIAL 
SAO PAULO DE OLIVENCA,TECMAR,AM,35,FLUVIAL 
TABATINGA,TECMAR,AM,35,FLUVIAL 
BERURI,TECMAR,AM,35,FLUVIAL 
CANUTAMA,TECMAR,AM,35,FLUVIAL 
LABREA,TECMAR,AM,35,FLUVIAL 
PAUINI,TECMAR,AM,35,FLUVIAL 
TAPAUA,TECMAR,AM,35,FLUVIAL 
CARAUARI,TECMAR,AM,35,FLUVIAL 
JURUA,TECMAR,AM,35,FLUVIAL 
AUTAZES,TECMAR,AM,35,FLUVIAL 
BORBA,TECMAR,AM,35,FLUVIAL 
MANICORE,TECMAR,AM,35,FLUVIAL 
MANAQUIRI,TECMAR,AM,35,FLUVIAL 
NOVA OLINDA DO NORTE,TECMAR,AM,35,FLUVIAL 
NOVO ARIPUANA,TECMAR,AM,35,FLUVIAL 
JAPURA,TECMAR,AM,35,FLUVIAL 
MARAA,TECMAR,AM,35,FLUVIAL 
CAREIRO,TECMAR,AM,35,FLUVIAL 
CAREIRO DA VARZEA,TECMAR,AM,35,FLUVIAL 
IRANDUBA,TECMAR,AM,35,FLUVIAL 
ITACOATIARA,TECMAR,AM,35,FLUVIAL 
ITAPIRANGA,TECMAR,AM,35,FLUVIAL 
MANACAPURU,TECMAR,AM,35,FLUVIAL 
NOVO AIRAO,TECMAR,AM,35,FLUVIAL 
PRESIDENTE FIGUEIREDO,TECMAR,AM,35,FLUVIAL 
RIO PRETO DA EVA,TECMAR,AM,35,FLUVIAL 
SILVES,TECMAR,AM,35,FLUVIAL 
AGUA BRANCA,JAMEF,AL,11,INTERIOR-2
ANADIA,JAMEF,AL,10,INTERIOR-2
ARAPIRACA,JAMEF,AL,11,INTERIOR-1
ATALAIA,JAMEF,AL,10,INTERIOR-1
BARRA DE SANTO ANTONIO,JAMEF,AL,10,INTERIOR-1
BARRA DE SAO MIGUEL,JAMEF,AL,10,INTERIOR-1
BATALHA,JAMEF,AL,11,INTERIOR-2
BELEM,JAMEF,AL,10,INTERIOR-2
BELO MONTE,JAMEF,AL,11,INTERIOR-2
BOCA DA MATA,JAMEF,AL,10,INTERIOR-2
BRANQUINHA,JAMEF,AL,10,INTERIOR-2
CACIMBINHAS,JAMEF,AL,11,INTERIOR-2
CAJUEIRO,JAMEF,AL,10,INTERIOR-2
CAMPESTRE,JAMEF,AL,10,INTERIOR-2
CAMPO ALEGRE,JAMEF,AL,10,INTERIOR-2
CAMPO GRANDE,JAMEF,AL,10,INTERIOR-2
CANAPI,JAMEF,AL,12,INTERIOR-2
CAPELA,JAMEF,AL,10,INTERIOR-1
CARNEIROS,JAMEF,AL,11,INTERIOR-2
CHA PRETA,JAMEF,AL,10,INTERIOR-2
COITE DO NOIA,JAMEF,AL,10,INTERIOR-2
COLONIA LEOPOLDINA,JAMEF,AL,10,INTERIOR-2
COQUEIRO SECO,JAMEF,AL,10,INTERIOR-1
CORURIPE,JAMEF,AL,10,INTERIOR-2
CRAIBAS,JAMEF,AL,10,INTERIOR-2
DELMIRO GOUVEIA,JAMEF,AL,12,INTERIOR-2
DOIS RIACHOS,JAMEF,AL,11,INTERIOR-2
ESTRELA DE ALAGOAS,JAMEF,AL,11,INTERIOR-2
FEIRA GRANDE,JAMEF,AL,10,INTERIOR-2
FELIZ DESERTO,JAMEF,AL,10,INTERIOR-2
FLEXEIRAS,JAMEF,AL,10,INTERIOR-1
GIRAU DO PONCIANO,JAMEF,AL,10,INTERIOR-2
IBATEGUARA,JAMEF,AL,10,INTERIOR-2
IGACI,JAMEF,AL,11,INTERIOR-2
IGREJA NOVA,JAMEF,AL,10,INTERIOR-2
INHAPI,JAMEF,AL,12,INTERIOR-2
JACARE DOS HOMENS,JAMEF,AL,11,INTERIOR-2
JACUIPE,JAMEF,AL,10,INTERIOR-2
JAPARATINGA,JAMEF,AL,10,INTERIOR-2
JARAMATAIA,JAMEF,AL,11,INTERIOR-2
JEQUIA DA PRAIA,JAMEF,AL,10,INTERIOR-2
JOAQUIM GOMES,JAMEF,AL,10,INTERIOR-2
JUNDIA,JAMEF,AL,10,INTERIOR-2
JUNQUEIRO,JAMEF,AL,10,INTERIOR-2
LAGOA DA CANOA,JAMEF,AL,10,INTERIOR-2
LIMOEIRO DE ANADIA,JAMEF,AL,10,INTERIOR-2
MACEIO,JAMEF,AL,9,CAPITAL
MAJOR ISIDORO,JAMEF,AL,11,INTERIOR-2
MAR VERMELHO,JAMEF,AL,10,INTERIOR-2
MARAGOGI,JAMEF,AL,10,INTERIOR-2
MARAVILHA,JAMEF,AL,11,INTERIOR-2
MARECHAL DEODORO,JAMEF,AL,10,CAPITAL
MARIBONDO,JAMEF,AL,10,INTERIOR-2
MATA GRANDE,JAMEF,AL,12,INTERIOR-2
MATRIZ DE CAMARAGIBE,JAMEF,AL,10,INTERIOR-2
MESSIAS,JAMEF,AL,10,INTERIOR-1
MINADOR DO NEGRAO,JAMEF,AL,11,INTERIOR-2
MONTEIROPOLIS,JAMEF,AL,11,INTERIOR-2
MURICI,JAMEF,AL,10,INTERIOR-1
NOVO LINO,JAMEF,AL,10,INTERIOR-2
OLHO D'AGUA DAS FLORES,JAMEF,AL,11,INTERIOR-2
OLHO D'AGUA DO CASADO,JAMEF,AL,12,INTERIOR-2
OLHO D'AGUA GRANDE,JAMEF,AL,10,INTERIOR-2
OLIVENCA,JAMEF,AL,11,INTERIOR-2
OURO BRANCO,JAMEF,AL,11,INTERIOR-2
PALESTINA,JAMEF,AL,11,INTERIOR-2
PALMEIRA DOS INDIOS,JAMEF,AL,10,INTERIOR-2
PAO DE ACUCAR,JAMEF,AL,11,INTERIOR-2
PARICONHA,JAMEF,AL,12,INTERIOR-2
PARIPUEIRA,JAMEF,AL,10,CAPITAL
PASSO DE CAMARAGIBE,JAMEF,AL,10,INTERIOR-2
PAULO JACINTO,JAMEF,AL,10,INTERIOR-2
PENEDO,JAMEF,AL,10,INTERIOR-2
PIACABUCU,JAMEF,AL,10,INTERIOR-2
PILAR,JAMEF,AL,10,INTERIOR-1
PINDOBA,JAMEF,AL,10,INTERIOR-2
PIRANHAS,JAMEF,AL,12,INTERIOR-2
POCO DAS TRINCHEIRAS,JAMEF,AL,11,INTERIOR-2
PORTO CALVO,JAMEF,AL,10,INTERIOR-2
PORTO DE PEDRAS,JAMEF,AL,10,INTERIOR-2
PORTO REAL DO COLEGIO,JAMEF,AL,10,INTERIOR-2
QUEBRANGULO,JAMEF,AL,10,INTERIOR-2
RIO LARGO,JAMEF,AL,10,CAPITAL
ROTEIRO,JAMEF,AL,10,INTERIOR-1
SANTA LUZIA DO NORTE,JAMEF,AL,10,INTERIOR-1
SANTANA DO IPANEMA,JAMEF,AL,11,INTERIOR-2
SANTANA DO MUNDAU,JAMEF,AL,10,INTERIOR-2
SAO BRAS,JAMEF,AL,10,INTERIOR-2
SAO JOSE DA LAJE,JAMEF,AL,10,INTERIOR-2
SAO JOSE DA TAPERA,JAMEF,AL,11,INTERIOR-2
SAO LUIS DO QUITUNDE,JAMEF,AL,10,INTERIOR-1
SAO MIGUEL DOS CAMPOS,JAMEF,AL,10,INTERIOR-1
SAO MIGUEL DOS MILAGRES,JAMEF,AL,10,INTERIOR-2
SAO SEBASTIAO,JAMEF,AL,10,INTERIOR-2
SATUBA,JAMEF,AL,10,CAPITAL
SENADOR RUI PALMEIRA,JAMEF,AL,11,INTERIOR-2
TANQUE D'ARCA,JAMEF,AL,10,INTERIOR-2
TAQUARANA,JAMEF,AL,10,INTERIOR-2
TEOTONIO VILELA,JAMEF,AL,10,INTERIOR-2
TRAIPU,JAMEF,AL,10,INTERIOR-2
UNIAO DOS PALMARES,JAMEF,AL,10,INTERIOR-2
VICOSA,JAMEF,AL,10,INTERIOR-2
ABAIRA,JAMEF,BA,14,INTERIOR-2
ABARE,JAMEF,BA,16,INTERIOR-2
ACAJUTIBA,JAMEF,BA,9,INTERIOR-2
ADUSTINA,JAMEF,BA,11,INTERIOR-1
AGUA FRIA,JAMEF,BA,9,INTERIOR-1
AIQUARA,JAMEF,BA,12,INTERIOR-2
ALAGOINHAS,JAMEF,BA,7,INTERIOR-1
ALCOBACA,JAMEF,BA,11,INTERIOR-2
ALMADINA,JAMEF,BA,11,INTERIOR-1
AMARGOSA,JAMEF,BA,16,INTERIOR-2
AMELIA RODRIGUES,JAMEF,BA,8,INTERIOR-1
AMERICA DOURADA,JAMEF,BA,14,INTERIOR-1
ANAGE,JAMEF,BA,10,INTERIOR-1
ANDARAI,JAMEF,BA,11,INTERIOR-2
ANDORINHA,JAMEF,BA,13,INTERIOR-2
ANGICAL,JAMEF,BA,14,INTERIOR-2
ANGUERA,JAMEF,BA,10,INTERIOR-1
ANTAS,JAMEF,BA,9,INTERIOR-1
ANTONIO CARDOSO,JAMEF,BA,10,INTERIOR-1
ANTONIO GONCALVES,JAMEF,BA,13,INTERIOR-2
APORA,JAMEF,BA,11,INTERIOR-2
APUAREMA,JAMEF,BA,12,INTERIOR-2
ARACAS,JAMEF,BA,7,INTERIOR-2
ARACATU,JAMEF,BA,10,INTERIOR-2
ARACI,JAMEF,BA,9,INTERIOR-2
ARAMARI,JAMEF,BA,9,INTERIOR-2
ARATACA,JAMEF,BA,11,INTERIOR-2
ARATUIPE,JAMEF,BA,10,INTERIOR-1
AURELINO LEAL,JAMEF,BA,11,INTERIOR-2
BAIANOPOLIS,JAMEF,BA,12,INTERIOR-2
BAIXA GRANDE,JAMEF,BA,11,INTERIOR-2
BANZAE,JAMEF,BA,11,INTERIOR-1
BARRA,JAMEF,BA,14,INTERIOR-2
BARRA DA ESTIVA,JAMEF,BA,12,INTERIOR-2
BARRA DO CHOCA,JAMEF,BA,11,INTERIOR-1
BARRA DO MENDES,JAMEF,BA,14,INTERIOR-2
BARRA DO ROCHA,JAMEF,BA,12,INTERIOR-2
BARREIRAS,JAMEF,BA,12,INTERIOR-1
BARRO ALTO,JAMEF,BA,14,INTERIOR-2
BARRO PRETO,JAMEF,BA,11,INTERIOR-1
BARROCAS,JAMEF,BA,11,INTERIOR-2
BELMONTE,JAMEF,BA,11,INTERIOR-2
BELO CAMPO,JAMEF,BA,11,INTERIOR-1
BIRITINGA,JAMEF,BA,11,INTERIOR-2
BOA NOVA,JAMEF,BA,11,INTERIOR-2
BOA VISTA DO TUPIM,JAMEF,BA,11,INTERIOR-2
BOM JESUS DA LAPA,JAMEF,BA,11,INTERIOR-2
BOM JESUS DA SERRA,JAMEF,BA,12,INTERIOR-2
BONINAL,JAMEF,BA,14,INTERIOR-2
BONITO,JAMEF,BA,14,INTERIOR-2
BOQUIRA,JAMEF,BA,12,INTERIOR-2
BOTUPORA,JAMEF,BA,12,INTERIOR-2
BREJOES,JAMEF,BA,11,INTERIOR-2
BREJOLANDIA,JAMEF,BA,14,INTERIOR-2
BROTAS DE MACAUBAS,JAMEF,BA,14,INTERIOR-2
BRUMADO,JAMEF,BA,10,INTERIOR-2
BUERAREMA,JAMEF,BA,11,INTERIOR-1
BURITIRAMA,JAMEF,BA,14,INTERIOR-2
CAATIBA,JAMEF,BA,12,INTERIOR-1
CABACEIRAS DO PARAGUACU,JAMEF,BA,9,INTERIOR-1
CACHOEIRA,JAMEF,BA,9,INTERIOR-1
CACULE,JAMEF,BA,12,INTERIOR-2
CAEM,JAMEF,BA,11,INTERIOR-2
CAETANOS,JAMEF,BA,12,INTERIOR-2
CAETITE,JAMEF,BA,12,INTERIOR-2
CAFARNAUM,JAMEF,BA,14,INTERIOR-2
CAIRU,JAMEF,BA,11,INTERIOR-2
CALDEIRAO GRANDE,JAMEF,BA,11,INTERIOR-2
CAMACAN,JAMEF,BA,11,INTERIOR-2
CAMACARI,JAMEF,BA,5,CAPITAL
CAMAMU,JAMEF,BA,11,INTERIOR-2
CAMPO ALEGRE DE LOURDES,JAMEF,BA,16,INTERIOR-2
CAMPO FORMOSO,JAMEF,BA,12,INTERIOR-2
CANAPOLIS,JAMEF,BA,12,INTERIOR-2
CANARANA,JAMEF,BA,14,INTERIOR-1
CANAVIEIRAS,JAMEF,BA,11,INTERIOR-2
CANDEAL,JAMEF,BA,11,INTERIOR-2
CANDEIAS,JAMEF,BA,7,CAPITAL
CANDIBA,JAMEF,BA,12,INTERIOR-2
CANDIDO SALES,JAMEF,BA,12,INTERIOR-2
CANSANCAO,JAMEF,BA,11,INTERIOR-2
CANUDOS,JAMEF,BA,11,INTERIOR-2
CAPELA DO ALTO ALEGRE,JAMEF,BA,11,INTERIOR-2
CAPIM GROSSO,JAMEF,BA,11,INTERIOR-2
CARAIBAS,JAMEF,BA,10,INTERIOR-1
CARAVELAS,JAMEF,BA,11,INTERIOR-2
CARDEAL DA SILVA,JAMEF,BA,11,INTERIOR-2
CARINHANHA,JAMEF,BA,12,INTERIOR-2
CASA NOVA,JAMEF,BA,14,INTERIOR-2
CASTRO ALVES,JAMEF,BA,15,INTERIOR-2
CATOLANDIA,JAMEF,BA,12,INTERIOR-2
CATU,JAMEF,BA,9,INTERIOR-2
CATURAMA,JAMEF,BA,12,INTERIOR-2
CENTRAL,JAMEF,BA,14,INTERIOR-1
CHORROCHO,JAMEF,BA,16,INTERIOR-2
CICERO DANTAS,JAMEF,BA,9,INTERIOR-1
CIPO,JAMEF,BA,10,INTERIOR-1
COARACI,JAMEF,BA,11,INTERIOR-1
COCOS,JAMEF,BA,12,INTERIOR-2
CONCEICAO DA FEIRA,JAMEF,BA,8,INTERIOR-1
CONCEICAO DO ALMEIDA,JAMEF,BA,8,INTERIOR-2
CONCEICAO DO COITE,JAMEF,BA,11,INTERIOR-2
CONCEICAO DO JACUIPE,JAMEF,BA,7,INTERIOR-1
CONDE,JAMEF,BA,8,INTERIOR-2
CONDEUBA,JAMEF,BA,12,INTERIOR-2
CONTENDAS DO SINCORA,JAMEF,BA,12,INTERIOR-2
CORACAO DE MARIA,JAMEF,BA,9,INTERIOR-1
CORDEIROS,JAMEF,BA,12,INTERIOR-2
CORIBE,JAMEF,BA,12,INTERIOR-2
CORONEL JOAO SA,JAMEF,BA,11,INTERIOR-1
CORRENTINA,JAMEF,BA,12,INTERIOR-2
COTEGIPE,JAMEF,BA,12,INTERIOR-1
CRAVOLANDIA,JAMEF,BA,11,INTERIOR-2
CRISOPOLIS,JAMEF,BA,10,INTERIOR-2
CRISTOPOLIS,JAMEF,BA,12,INTERIOR-2
CRUZ DAS ALMAS,JAMEF,BA,8,INTERIOR-1
CURACA,JAMEF,BA,14,INTERIOR-2
DARIO MEIRA,JAMEF,BA,12,INTERIOR-2
DIAS D'AVILA,JAMEF,BA,7,CAPITAL
DOM BASILIO,JAMEF,BA,12,INTERIOR-2
DOM MACEDO COSTA,JAMEF,BA,10,INTERIOR-2
ELISIO MEDRADO,JAMEF,BA,16,INTERIOR-2
ENCRUZILHADA,JAMEF,BA,12,INTERIOR-2
ENTRE RIOS,JAMEF,BA,11,INTERIOR-2
ERICO CARDOSO,JAMEF,BA,12,INTERIOR-2
ESPLANADA,JAMEF,BA,11,INTERIOR-2
EUCLIDES DA CUNHA,JAMEF,BA,11,INTERIOR-1
EUNAPOLIS,JAMEF,BA,11,INTERIOR-1
FATIMA,JAMEF,BA,11,INTERIOR-2
FEIRA DA MATA,JAMEF,BA,12,INTERIOR-2
FEIRA DE SANTANA,JAMEF,BA,6,CAPITAL
FILADELFIA,JAMEF,BA,12,INTERIOR-2
FIRMINO ALVES,JAMEF,BA,11,INTERIOR-2
FLORESTA AZUL,JAMEF,BA,11,INTERIOR-1
FORMOSA DO RIO PRETO,JAMEF,BA,12,INTERIOR-2
GANDU,JAMEF,BA,10,INTERIOR-2
GAVIAO,JAMEF,BA,11,INTERIOR-2
GENTIO DO OURO,JAMEF,BA,14,INTERIOR-2
GLORIA,JAMEF,BA,11,INTERIOR-2
GONGOGI,JAMEF,BA,12,INTERIOR-2
GOVERNADOR MANGABEIRA,JAMEF,BA,9,INTERIOR-1
GUAJERU,JAMEF,BA,12,INTERIOR-2
GUANAMBI,JAMEF,BA,12,INTERIOR-2
GUARATINGA,JAMEF,BA,11,INTERIOR-2
HELIOPOLIS,JAMEF,BA,11,INTERIOR-1
IACU,JAMEF,BA,11,INTERIOR-2
IBIASSUCE,JAMEF,BA,12,INTERIOR-2
IBICARAI,JAMEF,BA,11,INTERIOR-1
IBICOARA,JAMEF,BA,12,INTERIOR-2
IBICUI,JAMEF,BA,11,INTERIOR-2
IBIPEBA,JAMEF,BA,14,INTERIOR-1
IBIPITANGA,JAMEF,BA,12,INTERIOR-2
IBIQUERA,JAMEF,BA,11,INTERIOR-2
IBIRAPITANGA,JAMEF,BA,11,INTERIOR-2
